oath_id,author,title,reference,work_type,genre,work_date,date,reference_type,state,swearer,swearee,proposed_by,if_taken,if_refused,if_kept,if_broken,taken,impact,consequences_of_breach,statement,linguistic,gods_invoked,remarks
201,Aeschylus,Agamemnon,1196-1197,literary,Trag.,458,mythical time,Oath,Argos,n/a,n/a,Cassandra,unknown,unknown,unknown,unknown,no,Cassandra is shown to be a true prophet,n/a,"[That the Chorus do not know the ancient wrongdoings of the house]
 ἐκμαρτύρησον προυμόσας τό μ’ εἰδέναι
λόγωι παλαιὰς τῶνδ’ ἁμαρτίας δόμων.","martu, omos",unknown,"The chorus refuse to take the oath, see oath id 202. West prints M' EIDENAI with the mss., but many editors have preferred the anonymous conjecture MH EIDENAI. The emended text perfectly fits the language of the Athenian witness's exomosia (whereby he could excuse himself from testifying by swearing that he did not know the statement, to which he was being asked to testify, to be true) and it also explains, as the transmitted text does not, why the chorus-leader refuses to swear.  He is asked to swear that he does not know that Cassandra's statement (about the adultery of Thyestes with the wife of Atreus) is true, and replies, in effect, that he cannot truthfully so swear - in other words, that he does know the statement is true.  Cassandra uses the rejected oath-challenge, just as an Athenian litigant might, as persuasive evidence tending to show that she is a true prophet.  West, retaining the transmitted text, supposes that Cassandra is asking the Elders to swear in the future (after her death) that she knows about the past history of the house - and West then marks LOGWI as corrupt."
1664,Thucydides,History,3.103.1,literary,Hist.,403-395,Before 426 (498 to 426),Oath,Syracuse,Representatives,Representatives,unknown,Their alliance would be formalised,There would not be an alliance,unknown,unknown,yes,see remarks,unknown,[? That they would obey the Syracusans],summac,unknown,"Thucydides states that some of the Sicels had been unwilling subjects and allies of the Syracusans, and they revolted in 426 and joined the Athenians in attacking the Sicel town of Inessa."
3659,Demosthenes,Against Evergus and Mnesibulus,72-3,literary,Orat.,357-353/2,357-353/2 (357 to 353),Oath,Athens,Speaker,Presiding magistrate,Presiding magistrate,He can prosecute for murder,The case cannot proceed,unknown,Destruction of self and household,no,see remarks,n/a,"[That he knew well that the defendant had killed, and that he was a relative no more remote than a first-cousin-once-removed to the victim, or her owner]","omos, ork",unknown,"The speaker states that in the oath it is precisely defined what 'relative' means, i.e. the prosecutor must swear in so many words (if the victim was a free person) that he is (not just vaguely ""a relative"" but) a relative no more remote than a first-cousin-once-removed. He tells the jurors that he did not dare to tell them something false and swear the diomosia with imprecations upon himself, his son and wife (see also oath id 3658)."
651,Aristophanes,Birds,520-521,literary,Comic.,414,414,Discussion,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,"omnu, wmnu",n/a,"Peisetaerus here relates that in ""the old days"" no one would swear by a god, rather they all swore by birds. Even today (i.e. 414 BC), he says, Lampon swears by the goose, when he's up to something. As noted by Sommerstein ad 521, Lampon was ""a distinguished diviner and expounder of religious law""; and ""by Goose"" (Νὴ τὸν χῆνα) is a deformation of ""by Zeus"" (Νὴ τὸν Ζῆνα) . See Sommerstein for further details."
344,,IG II(2),"43, 12-15",inscriptional,Public,378/7,387/6 (387 to 386),Oath,Sparta,Agesilaus; Envoys,Agesilaus; Envoys,Artaxerxes II,Peace treaty formalised,"Artaxerxes would wage war on them by land and by sea, with ships and with money",unknown,unknown,yes,see remarks,unknown,"[That they would abide by the peace which the King sent down]
 αἱ πόλεις ἐμμενεῖν ἐν τῇ εἰρήνῃ ἣν κατέπεμψε βασιλεύς 
Artaxerxes imposed his terms in the following letter:
""King Artaxerxes thinks it just that the cities in Asia should belong to him, as well as Clazomenae and Cyprus among the islands, and that the other Greek cities, both small and great, should be left independent, except Lemnos, Imbros, and Scyros; and these should belong, as of old, to the Athenians. But whichever of the two parties does not accept this peace, upon them I will make war, in company with those who desire this arrangement, both by land and by sea, with ships and with money"".","eirhn, wmos",unknown,"This text refers to the ""peace and friendship and oaths"" sworn by the Greeks and the Persian King i.e. the so-called King's Peace.  
This entry is based on the text in Rhodes and Osborne, GHI 22. This text is the charter of the so-called Second Athenian League. It states that the League will ensure that the peace and frienship and oaths sworn by the Greeks and the Persian king (the King's Peace of 387/6) will be in force and endure.  
For other references to the King's Peace and its impact see also oath id 1956."
1371,Theognis,Book 1,745,literary,Eleg.,640-480,640 to 480,Discussion,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,ork,unknown,"Here the poet asks how it is possible that a good man, someone who does not commit transgressions nor swear wicked oaths, can nevertheless suffer injustice. Cf. oath id 1298."
714,,"IG IX, 1(2)","717, B, lines 16-18",inscriptional,Public,ca.450,ca.450 (460 to 440),Oath,Locris,Demiourgoi,unknown,unknown,They can choose jurors,They cannot choose jurors,unknown,unknown,n/a,unknown,unknown,The statement is unknown.,"omos, ork",Five unknown gods,"This procedure is part of a new treaty between Chalium and Oeanthia in Locris. If a suit is brought against a citizen by another citizen with regard to the treaty, the damiourgoi shall select five jurors from the best citizens, ""after swearing the five-fold oath (literally: τὰν πεντορκίαν)"". 
For the oath sworn by the jurors see oath id 715."
1721,Thucydides,History,5.46.2-4,literary,Hist.,403-395,422/1 (422),Oath,Sparta,Pleistoanax; Agis; Pleistolas; Damagetus; Chionis; Metagenes; Acanthus; Daithus; Ischagoras; Philocharidas; Zeuxidas; Antippus; Tellis; Alcinadas; Empedias; Menas; Laphilus; Lampon; Isthmionicus; Nicias; Laches; Euthydemus; Procles; Pythodorus; Hagnon; Myrtilus; Thrasycles; Theagenes; Aristocrates; Iolcius; Timocrates; Leon; Lamachus; Demosthenes; Representatives of Peloponnesian League members,Pleistoanax; Agis; Pleistolas; Damagetus; Chionis; Metagenes; Acanthus; Daithus; Ischagoras; Philocharidas; Zeuxidas; Antippus; Tellis; Alcinadas; Empedias; Menas; Laphilus; Lampon; Isthmionicus; Nicias; Laches; Euthydemus; Procles; Pythodorus; Hagnon; Myrtilus; Thrasycles; Theagenes; Aristocrates; Iolcius; Timocrates; Leon; Lamachus; Demosthenes; Representatives of Peloponnesian League members,Nicias,Peace treaty formalised,Hostilities will continue,unknown,unknown,yes,see remarks,unknown,"[That they would abide by this agreement and this treaty, justly and guilelessly] 
 ἐμμενῶ ταῖς ξυνθήκαις καὶ ταῖς σπονδαῖς ταῖσδε δικαίως καὶ ἀδόλως 
The terms of the agreement can be summarised as follows:
1. Free access to common sanctuaries
2. The independence of Delphi
3. Peace to last on land and sea for fifty years
4. It was to be unlawful for either the Spartans and their allies or the Athenians and their allies to bear arms against each other (they were to have recourse to courts and oaths if either party violated this rule)
5. Amphipolis was to be restored to Athens
6. In the case of other cities delivered to Athens by the Spartans (Argilus, Stagirus, Acanthus, Stolus, Olynthus and Spartolus) were to be safeguarded if they paid the tribute fixed in the time of Aristeides
7. The Mecybernaeans and Sanaeans and Singians should dwell in their own towns on the same terms as the Olynthians and Acanthians
8. The Spartans were to restore Panactum to the Athenians and the Athenians were to restore Coryphasium, Cythera, Methana, Pteleum and Atalante and any Spartan captives to the Spartans, and any captured Peloponnesians to their homelands
9. The fate of Scione, Torone, Sermyle and any other city held by the Athenians was to be decided by the Athenians as they saw fit.",spond,unknown,"Nicias proposed sending an embassy to Sparta to urge them to restore Panactum to the Athenians intact and to give up the alliance with the Boeotians unless they should accede to ""the treaty"" i.e. the peace of Nicias 
For other references to the Peace of Nicias and its impact see oath id 1681."
2419,Andocides,On the Peace with Sparta,22,literary,Orat.,392/1,395,Oath,"Athens, Boeotia, Corinth",Representatives; Representatives; Representatives,Representatives; Representatives; Representatives,unknown,Their alliance would be formalised,There would not be an alliance,unknown,unknown,yes,see remarks,unknown,[? That they would defend each other],summac,unknown,"Andocides criticises the Athenians for having sworn oaths to observe a truce with the Spartans and then making an alliance with Boeotia and Corinth and detaching both poleis from the Spartans. 
See also oath id 2421."
2049,Xenophon,Memorabilia 1b-2,1.4.6-7,literary,dialogue,385-371,date uncertain (415 to 401),Oath,Athens,Aristodemus,Socrates,n/a,n/a,n/a,unknown,unknown,yes,Emphasises the statement,n/a,"[That the tools with which animate beings are equipped satisfy him beyond doubt that they are the result of design rather than chance]
 ταῦτα οὕτω προνοητικῶς πεπραγμένα ἀπορεῖς πότερα τύχης ἢ γνώμης ἔργα ἐστίν;  Οὐ μὰ τὸν Δί’",ma ton,Zeus,
,,,,,,,,,,,,,,,,,,,,,,,
1235,Aristophanes,Lysistrata,1188,literary,Comic.,411,411,Oath,Athens,First Athenian,Lysistrata,n/a,n/a,n/a,unknown,unknown,yes,Emphasises the urgency of his desire,n/a,"[That Lysistrata should lead them into the Acropolis as fast as she can]
  Ἄγ’ ὅπα τυ λῇς. 
{ΑΘ. α} Νὴ τὸν Δί’ ὡς τάχιστ’ ἄγε.",nh ton,Zeus,
200,Aeschylus,Agamemnon,650-652,literary,Trag.,458,mythical time,Oath,n/a,Fire; Sea,Fire; Sea,unknown,Alliance would be formed,There would not be an alliance,unknown,unknown,yes,"Alliance between fire and sea, destruction of the Achaean fleet",n/a,"[That they would destroy the ill-fated Argive host]  
 ξυνώμοσαν γάρ, ὄντες ἔχθιστοι τὸ πρίν, 
πῦρ καὶ θάλασσα, καὶ τὰ πίστ’ ἐδειξάτην
φθείροντε τὸν δύστηνον ᾿Αργείων στρατόν.",wmos,unknown,
3658,Demosthenes,Against Evergus and Mnesibulus,70,literary,Orat.,357-353/2,357-353/2 (357 to 353),Oath,Athens,Speaker,Presiding magistrate,Presiding magistrate,He can prosecute for murder,The case cannot proceed,unknown,Destruction of self and household,no,see remarks,n/a,"[That he knew well that the defendant had killed, and that he was related to the victim or her owner]","omei, wrk",unknown,"The speaker states that he was told he could not prosecute anyone for the murder of the slave woman because he could not swear in the Palladium - while cursing himself and his household - that he was a relative or that he owned her, without being thought to have committed perjury (see also oath id 3659)."
1665,Thucydides,History,4.74.2,literary,Hist.,403-395,424,Oath,Megara,The returning exiles,The rest of the Megarians,unknown,Their reconciliation would be formalised,There would be no reconciliation,unknown,unknown,yes,see remarks,unknown,"[That they would bear no ill-will and would propose what was in the best interests of the city]
 μηδὲν μνησικακήσειν, βουλεύσειν δὲ τῇ πόλει τὰ ἄριστα.",ork,unknown,"According to Thucydides, the Megarians in the city most implicated in negotiations with the Athenians knew that they had been detected and left. 
The rest of the Megarians negotiated with the friends of the exiles, and restored the party from Pegae, after binding them under solemn oaths and pledges ""to bear no ill-will and to propose what was in the best interests of the city”. 
However, as soon as the anti-Athenian party were in office, they held a review of the hoplites, and picked out about one hundred of their enemies and those who were thought to be most involved in the negotiations with the Athenians, and compelled the demos to vote without secrecy and had them condemned and executed. 
After this they set up an extreme oligarchy in the city."
650,Aristophanes,Birds,514-517,literary,Comic.,414,414,Oath,unknown,Chorus-leader,Peisetaerus,n/a,n/a,n/a,unknown,unknown,yes,Emphasises the statement,n/a,"[That Zeus, who is king now, stands with an eagle on his head, his daughter with an owl, and Apollo, like a servant with a hawk]
 ὁ Ζεὺς γὰρ ὁ νῦν βασιλεύων
αἰετὸν ὄρνιν ἕστηκεν ἔχων ἐπὶ τῆς κεφαλῆς βασιλεὺς ὤν, 
ἡ δ’ αὖ θυγάτηρ γλαῦχ’, ὁ δ’ Ἀπόλλων ὥσπερ θεράπων ἱέρακα.
{ΠΙ.} Ἰκτῖνος δ’ οὖν τῶν Ἑλλήνων ἦρχεν τότε κἀβασίλευεν. 
 {ΧΟ.}Νὴ τὴν Δήμητρ’ εὖ ταῦτα λέγεις.",nh thn,Demeter,"Sommerstein ad 515 explains this passage: ""It appears… that the tradition of bird-crowned deities, known to us from Minoan and Mycenaean iconography, had not been entirely forgotten in sixth- and fifth-century Greece; cult-images, which were often of great antiquity, suggest themselves as possible vehicles for the preservation of the tradition""."
